NR_039460.1	Mir3766	Mir3766
Mir3766	Mir3766	Mir3766
XR_001706436.2	LOC107966044	LOC107966044
XM_006557355.2	LOC410766	LOC410766
XM_006557354.2	LOC410766	LOC410766
XM_026446332.1	LOC410766	LOC410766
TRNAK-CUU	TRNAK-CUU	TRNAK-CUU
TRNAQ-CUG	TRNAQ-CUG	TRNAQ-CUG
XR_407459.3	LOC100577848	LOC100577848
XM_016917790.2	LOC408626	LOC408626
XM_016917789.2	LOC408626	LOC408626
XM_006557350.3	LOC408626	LOC408626
XM_006557351.3	LOC408626	LOC408626
XM_016917650.2	LOC726912	LOC726912
XR_003304627.1	LOC102655442	LOC102655442
XR_407455.3	LOC102655442	LOC102655442
XM_026440446.1	LOC726912	LOC726912
XR_003306485.1	LOC100576602	LOC100576602
XR_003306483.1	LOC100576602	LOC100576602
XR_003306479.1	LOC100576602	LOC100576602
XR_407901.3	LOC100576602	LOC100576602
XR_003306482.1	LOC100576602	LOC100576602
XR_001702155.2	LOC100576602	LOC100576602
XR_003306480.1	LOC100576602	LOC100576602
XR_003306484.1	LOC100576602	LOC100576602
XR_003306481.1	LOC100576602	LOC100576602
XM_006558554.3	LOC100576700	LOC100576700
XM_026446034.1	LOC100576700	LOC100576700
XM_006558552.3	LOC100576700	LOC100576700
XM_026446033.1	LOC100576700	LOC100576700
XM_026446035.1	LOC724948	LOC724948
XM_006558620.3	LOC724948	LOC724948
XM_003249303.4	LOC100576789	LOC100576789
XM_026446036.1	LOC100576789	LOC100576789
XM_026446049.1	LOC100576820	LOC100576820
XM_003249306.4	LOC724874	LOC724874
XM_006558561.3	LOC724874	LOC724874
XM_016910716.2	LOC724874	LOC724874
XM_026446048.1	LOC724874	LOC724874
XM_026446259.1	LOC100576088	LOC100576088
XM_003249309.4	LOC410765	LOC410765
XM_006558575.3	LOC113218523	LOC113218523
XM_026444468.1	LOC724679	LOC724679
XM_397559.7	LOC409327	LOC409327
XM_026446238.1	LOC409327	LOC409327
XM_026446243.1	LOC409327	LOC409327
XM_006558576.3	LOC409327	LOC409327
XM_006558577.3	LOC409327	LOC409327
XR_003306535.1	LOC113219405	LOC113219405
XR_003306532.1	LOC113219405	LOC113219405
XM_001120426.5	LOC724537	LOC724537
XM_016912272.2	LOC724537	LOC724537
XM_006558578.3	LOC102655107	LOC102655107
XM_003249312.4	LOC100577325	LOC100577325
XM_003249313.4	LOC100577325	LOC100577325
XM_623599.6	LOC551204	LOC551204
XM_026446194.1	LOC725343	LOC725343
XR_001702974.2	LOC107964458	LOC107964458
XM_006558591.3	LOC100578066	LOC100578066
XM_006558590.3	LOC100578066	LOC100578066
XM_006558588.3	LOC100578066	LOC100578066
XM_026444753.1	LOC100578066	LOC100578066
XM_006558587.3	LOC100578066	LOC100578066
XM_006558593.3	LOC100578066	LOC100578066
XM_026444772.1	LOC100578066	LOC100578066
XR_003305996.1	LOC113219214	LOC113219214
XR_003305995.1	LOC113219214	LOC113219214
XR_003305999.1	LOC102655775	LOC102655775
XM_001120937.5	LOC725041	LOC725041
XM_003249289.4	LOC413835	LOC413835
XM_006558601.3	LOC413835	LOC413835
XM_397274.7	LOC413835	LOC413835
XR_001706446.2	LOC413835	LOC413835
XR_001706444.2	LOC413835	LOC413835
XR_001706445.2	LOC413835	LOC413835
XM_016917618.2	LOC413834	LOC413834
XM_026446280.1	LOC413834	LOC413834
XM_006558603.3	LOC413834	LOC413834
XM_397273.7	LOC413834	LOC413834
XM_026446281.1	LOC113219407	LOC113219407
XM_026446282.1	LOC727331	LOC727331
XM_001121025.5	LOC726902	LOC726902
XM_624443.4	LOC552064	LOC552064
XM_006558608.3	LOC552064	LOC552064
XM_006558609.2	LOC409479	LOC409479
NM_001214904.1	Tpcn1	Tpcn1
XM_026440876.1	Tpcn1	Tpcn1
XM_026440906.1	Tpcn1	Tpcn1
XM_006558613.3	LOC100578696	LOC100578696
XM_016917798.2	LOC100578696	LOC100578696
XM_395143.7	LOC411675	LOC411675
XM_016917921.2	LOC411675	LOC411675
XM_001121467.5	LOC725638	LOC725638
XM_026442190.1	LOC412610	LOC412610
XM_026442197.1	LOC412610	LOC412610
XM_026445497.1	LOC413784	LOC413784
XM_395930.6	LOC412473	LOC412473
XM_001120364.5	LOC725884	LOC725884
XR_003306548.1	LOC113219419	LOC113219419
XM_623108.6	LOC550716	LOC550716
XM_006559849.2	LOC408624	LOC408624
XM_006559846.3	LOC408624	LOC408624
XM_006559848.3	LOC408624	LOC408624
XM_392165.7	LOC408624	LOC408624
XM_006559847.3	LOC408624	LOC408624
XM_006559851.3	LOC551279	LOC551279
XR_001702381.2	LOC107964165	LOC107964165
XM_006559852.3	LOC100576540	LOC100576540
XM_026446324.1	LOC724331	LOC724331
XM_026446328.1	LOC551450	LOC551450
XM_026444278.1	LOC726235	LOC726235
XM_006559861.3	LOC726291	LOC726291
XM_001122042.5	LOC726291	LOC726291
XM_006559863.3	LOC726291	LOC726291
XM_395451.7	LOC411985	LOC411985
XM_006559864.3	LOC412578	LOC412578
XM_016917816.2	LOC412578	LOC412578
XM_006559866.3	LOC412834	LOC412834
XM_006559865.3	LOC412834	LOC412834
XM_396286.7	LOC412834	LOC412834
XM_016917857.1	LOC412834	LOC412834
XM_026444332.1	LOC408623	LOC408623
XM_026444329.1	LOC408623	LOC408623
XM_026444339.1	LOC408623	LOC408623
XM_026444337.1	LOC408623	LOC408623
XM_026444355.1	LOC408623	LOC408623
XM_026444360.1	LOC408623	LOC408623
XM_026444340.1	LOC408623	LOC408623
XM_026444349.1	LOC408623	LOC408623
XM_026444358.1	LOC408623	LOC408623
XM_026444350.1	LOC408623	LOC408623
XM_026444370.1	LOC408623	LOC408623
XM_026444362.1	LOC408623	LOC408623
XM_026444334.1	LOC408623	LOC408623
XM_006559882.3	LOC100576147	LOC100576147
XM_006559884.3	LOC724992	LOC724992
XM_026439028.1	LOC410758	LOC410758
XM_026439013.1	LOC410758	LOC410758
XM_026438982.1	LOC410758	LOC410758
XM_026439000.1	LOC410758	LOC410758
XM_026439001.1	LOC410758	LOC410758
XM_026439004.1	LOC410758	LOC410758
XM_026439016.1	LOC410758	LOC410758
XM_026439022.1	LOC410758	LOC410758
XM_026439025.1	LOC410758	LOC410758
XM_026439026.1	LOC410758	LOC410758
XM_016913949.2	LOC410758	LOC410758
XM_026438998.1	LOC410758	LOC410758
XM_026438987.1	LOC410758	LOC410758
XM_026439010.1	LOC410758	LOC410758
XM_394233.7	LOC410757	LOC410757
XM_026443444.1	LOC410757	LOC410757
XM_001121709.5	LOC725922	LOC725922
XM_026441732.1	LOC411968	LOC411968
XM_001121762.5	LOC725982	LOC725982
XR_001703847.2	LOC725982	LOC725982
XM_016913395.2	LOC726015	LOC726015
XM_016913396.2	LOC726015	LOC726015
XM_026444000.1	LOC727399	LOC727399
XM_026444001.1	LOC727399	LOC727399
XR_003306550.1	LOC113219421	LOC113219421
XM_026443993.1	LOC727399	LOC727399
XM_026443997.1	LOC727399	LOC727399
XM_026443995.1	LOC727399	LOC727399
XM_026443999.1	LOC727399	LOC727399
XM_016914585.2	LOC107965102	LOC107965102
XM_026442847.1	LOC726810	LOC726810
XM_026442853.1	LOC726810	LOC726810
XM_016917958.2	LOC552366	LOC552366
XM_006560271.3	LOC412017	LOC412017
XM_026443482.1	LOC412017	LOC412017
XR_001702295.2	LOC102656720	LOC102656720
XR_003304210.1	LOC102656720	LOC102656720
XR_408870.3	LOC102656333	LOC102656333
XM_026446261.1	LOC100577895	LOC100577895
XR_003306099.1	LOC100578042	LOC100578042
XM_026445217.1	LOC100578042	LOC100578042
XR_003305305.1	LOC102654856	LOC102654856
XR_409142.3	LOC102655012	LOC102655012
XR_003305308.1	LOC102656903	LOC102656903
XR_003305303.1	LOC102656828	LOC102656828
XR_003305304.1	LOC102656828	LOC102656828
XR_001704391.2	LOC107965033	LOC107965033
XR_003305306.1	LOC107965033	LOC107965033
XR_003305307.1	LOC113218984	LOC113218984
XM_006561912.3	LOC724233	LOC724233
XM_006561913.3	LOC408619	LOC408619
XM_392160.6	LOC408619	LOC408619
XM_026445754.1	LOC408619	LOC408619
XM_006561914.3	LOC102653658	LOC102653658
XM_392162.7	LOC408621	LOC408621
XM_395780.7	LOC412319	LOC412319
XM_006561916.3	LOC412319	LOC412319
XM_006561915.3	LOC412319	LOC412319
XM_026442581.1	LOC412319	LOC412319
XR_003304851.1	LOC113218842	LOC113218842
XM_016911157.2	LOC102653954	LOC102653954
XR_409250.3	LOC102653954	LOC102653954
XR_409251.3	LOC102653954	LOC102653954
XM_006561918.3	LOC102653920	LOC102653920
XR_001702356.2	LOC107964158	LOC107964158
XM_001120612.4	LOC724720	LOC724720
XM_001120697.5	LOC724795	LOC724795
NM_001040264.1	Akhr	Akhr
XM_026441293.1	LOC414017	LOC414017
XM_026441285.1	LOC414017	LOC414017
XM_026441289.1	LOC414017	LOC414017
XR_003305417.1	LOC552530	LOC552530
XR_003305418.1	LOC552530	LOC552530
XM_026443160.1	LOC552530	LOC552530
XR_003305406.1	LOC552530	LOC552530
XR_003305404.1	LOC552530	LOC552530
XM_026443149.1	LOC552530	LOC552530
XM_026443148.1	LOC552530	LOC552530
XM_026443146.1	LOC552530	LOC552530
XM_026443162.1	LOC552530	LOC552530
XM_026443157.1	LOC552530	LOC552530
XM_006561922.3	LOC100577342	LOC100577342
XM_396690.7	LOC413244	LOC413244
XM_006561924.3	LOC413244	LOC413244
XM_026443501.1	LOC551531	LOC551531
XM_003249940.4	LOC100578513	LOC100578513
XM_016917879.2	LOC100577369	LOC100577369
XM_003249936.4	LOC100577369	LOC100577369
XM_624227.6	LOC551842	LOC551842
XR_003306171.1	LOC551842	LOC551842
XM_006561927.3	LOC551892	LOC551892
XM_624278.6	LOC551892	LOC551892
XM_006561928.3	LOC551892	LOC551892
XM_026445633.1	LOC107963991	LOC107963991
XM_026445632.1	LOC107963991	LOC107963991
XM_393087.7	LOC409584	LOC409584
XM_396881.6	LOC413437	LOC413437
XM_006561937.3	LOC552602	LOC552602
XM_006561930.3	LOC414037	LOC414037
XM_016917793.2	LOC414037	LOC414037
XM_016917794.2	LOC414037	LOC414037
XM_006561931.3	LOC414037	LOC414037
XM_397473.6	LOC414037	LOC414037
XM_006561936.3	LOC414037	LOC414037
XM_006561934.3	LOC414037	LOC414037
XM_006561935.3	LOC414037	LOC414037
XM_001121177.5	LOC725317	LOC725317
XM_006561940.3	LOC725317	LOC725317
XM_006561941.3	LOC413950	LOC413950
XM_006561942.3	LOC413950	LOC413950
XM_026442425.1	LOC107963979	LOC107963979
XR_409257.3	LOC102655724	LOC102655724
XR_409256.3	LOC102655724	LOC102655724
XM_001121365.5	LOC725532	LOC725532
XM_006561946.3	LOC725532	LOC725532
XR_003306334.1	LOC100578104	LOC100578104
XR_003305370.1	LOC100578131	LOC100578131
XM_006561949.3	LOC552676	LOC552676
XM_026441180.1	LOC552676	LOC552676
XM_006561955.3	LOC725720	LOC725720
XM_006561954.3	LOC725720	LOC725720
XM_006561956.3	LOC102656395	LOC102656395
XM_395605.6	LOC412141	LOC412141
XM_001123187.5	LOC727479	LOC727479
XM_006562510.3	LOC727479	LOC727479
XM_006562512.3	LOC727479	LOC727479
XM_006562513.3	LOC727479	LOC727479
XM_006562516.3	LOC727479	LOC727479
XM_026438946.1	LOC727479	LOC727479
XM_006562511.3	LOC727479	LOC727479
XM_006562515.3	LOC727479	LOC727479
XM_026441936.1	LOC413303	LOC413303
XM_026441934.1	LOC413303	LOC413303
XM_026441929.1	LOC413303	LOC413303
XM_026441937.1	LOC413303	LOC413303
XM_623804.6	LOC551411	LOC551411
XM_623179.5	LOC550789	LOC550789
XM_003250068.4	LOC725816	LOC725816
XR_409477.3	LOC102654549	LOC102654549
XR_409475.3	LOC102654478	LOC102654478
XR_001704122.2	LOC102654454	LOC102654454
XR_003306501.1	LOC113219397	LOC113219397
XR_409472.3	LOC102654413	LOC102654413
XR_001704121.2	LOC102654358	LOC102654358
XR_001704120.2	LOC102654358	LOC102654358
XR_409469.3	LOC102654358	LOC102654358
XR_003306495.1	LOC100577822	LOC100577822
XR_003306496.1	LOC100577822	LOC100577822
XR_003306494.1	LOC100577822	LOC100577822
XR_003306500.1	LOC100577822	LOC100577822
XR_003306493.1	LOC100577822	LOC100577822
XR_003306497.1	LOC100577822	LOC100577822
XR_003306498.1	LOC100577822	LOC100577822
XR_003306499.1	LOC100577822	LOC100577822
XR_409462.3	LOC100577822	LOC100577822
XR_409463.3	LOC100577822	LOC100577822
XM_026446056.1	LOC102654894	LOC102654894
XR_003304786.1	LOC113218819	LOC113218819
XM_006562537.3	LOC409517	LOC409517
XM_394229.6	LOC410753	LOC410753
XM_026442974.1	LOC100578445	LOC100578445
XM_026442966.1	LOC100578445	LOC100578445
XM_026442970.1	LOC100578445	LOC100578445
XM_006562544.3	LOC410752	LOC410752
XM_016914045.2	LOC410752	LOC410752
XM_006562547.3	LOC410752	LOC410752
XM_016914051.2	LOC410752	LOC410752
XM_394227.6	LOC410751	LOC410751
XR_001704253.2	LOC107964984	LOC107964984
XR_001706443.2	LOC100577782	LOC100577782
XR_003304162.1	LOC100577782	LOC100577782
XM_026442534.1	LOC102655057	LOC102655057
XM_016917891.2	LOC412523	LOC412523
XR_003305010.1	LOC113218896	LOC113218896
XM_001120404.5	LOC726221	LOC726221
XM_393529.6	LOC410043	LOC410043
XM_006562775.3	LOC410043	LOC410043
XM_006562770.3	LOC409468	LOC409468
XM_006562764.3	LOC409468	LOC409468
XM_006562765.3	LOC409468	LOC409468
XM_006562766.3	LOC409468	LOC409468
XM_006562767.3	LOC409468	LOC409468
XM_016916096.2	LOC409468	LOC409468
XM_016916121.2	LOC409468	LOC409468
XM_006562769.3	LOC409468	LOC409468
XM_016916134.2	LOC409468	LOC409468
XM_006562768.3	LOC409468	LOC409468
XM_016916130.2	LOC409468	LOC409468
XM_026446271.1	LOC409468	LOC409468
XM_016916137.2	LOC409468	LOC409468
XM_006562758.3	LOC552636	LOC552636
XM_026444380.1	LOC552636	LOC552636
XM_026444383.1	LOC552636	LOC552636
XM_001120202.5	LOC726088	LOC726088
XM_006562757.3	LOC726088	LOC726088
XR_409676.3	LOC100578115	LOC100578115
XM_392932.7	LOC409417	LOC409417
XM_026446341.1	LOC727596	LOC727596
XM_006563296.3	LOC727596	LOC727596
NM_001011636.1	Fabp	Fabp
XR_003306123.1	LOC100577977	LOC100577977
XR_003306122.1	LOC100577977	LOC100577977
XM_016912812.2	LOC100577977	LOC100577977
XM_026445343.1	LOC100577977	LOC100577977
XR_001703514.2	LOC102656214	LOC102656214
XM_026445345.1	LOC410034	LOC410034
XM_026440705.1	LOC410033	LOC410033
XM_006563288.3	LOC410033	LOC410033
NM_001178025.1	Trxr-1	Trxr-1
NM_001178026.1	Trxr-1	Trxr-1
XM_006563201.3	Trxr-1	Trxr-1
XM_026446264.1	LOC413693	LOC413693
XM_006563283.2	LOC411794	LOC411794
XM_006563281.3	LOC102655540	LOC102655540
XM_395652.7	LOC412189	LOC412189
XR_409655.3	LOC102655045	LOC102655045
XM_026444966.1	LOC102655391	LOC102655391
XR_001703451.2	LOC102655431	LOC102655431
XR_003306121.1	LOC102655431	LOC102655431
XR_003306113.1	LOC102655431	LOC102655431
XM_394882.7	LOC411408	LOC411408
XM_026445103.1	LOC411408	LOC411408
XM_394880.6	LOC411406	LOC411406
XM_003250183.4	LOC411406	LOC411406
XR_001703380.2	LOC107964593	LOC107964593
XR_003305083.1	LOC107964593	LOC107964593
XR_003305084.1	LOC107964593	LOC107964593
XM_006563204.3	Or2	Or2
NM_001134943.1	Or2	Or2
XM_006563261.3	LOC725345	LOC725345
XM_026439185.1	Pcl	Pcl
NM_001134940.1	Pcl	Pcl
NM_001134942.1	Rnft2	Rnft2
XM_026444929.1	LOC725455	LOC725455
XM_623339.6	LOC550785	LOC550785
XM_006563260.2	LOC550785	LOC550785
XM_026439889.1	LOC100576291	LOC100576291
XM_026439890.1	LOC100576291	LOC100576291
XM_026439887.1	LOC100576291	LOC100576291
XM_026439875.1	LOC100576291	LOC100576291
XM_026439892.1	LOC100576291	LOC100576291
XM_026439894.1	LOC100576291	LOC100576291
XM_026439880.1	LOC100576291	LOC100576291
XM_026439891.1	LOC100576291	LOC100576291
XM_016912484.2	LOC100576291	LOC100576291
XM_016912486.2	LOC100576291	LOC100576291
XR_003304493.1	LOC100578458	LOC100578458
XR_003304495.1	LOC100578458	LOC100578458
XR_003304497.1	LOC100578458	LOC100578458
XR_003304502.1	LOC100578458	LOC100578458
XM_006563258.3	LOC411600	LOC411600
XR_003304492.1	LOC113218708	LOC113218708
XM_394225.7	LOC410749	LOC410749
XR_120124.4	LOC100578378	LOC100578378
XM_624418.6	LOC552038	LOC552038
XM_395748.7	LOC412287	LOC412287
XM_006563252.3	LOC412287	LOC412287
XM_016912534.2	LOC412287	LOC412287
XM_624691.6	LOC552316	LOC552316
XM_394846.6	LOC411372	LOC411372
XM_026446265.1	LOC725945	LOC725945
XM_026446133.1	LOC552206	LOC552206
XM_026446132.1	LOC552206	LOC552206
XM_006563246.3	LOC552187	LOC552187
XR_003306515.1	LOC113219400	LOC113219400
XR_120122.4	LOC100578285	LOC100578285
XR_003306471.1	LOC113219388	LOC113219388
XM_016911869.2	LOC409807	LOC409807
XM_016911875.2	LOC409807	LOC409807
XM_026446015.1	LOC409807	LOC409807
XM_026446016.1	LOC409807	LOC409807
XR_001702809.2	LOC107964341	LOC107964341
XR_003306472.1	LOC107964341	LOC107964341
XR_003306474.1	LOC113219389	LOC113219389
XR_003306473.1	LOC113219389	LOC113219389
XM_006563203.3	LOC503505	LOC503505
NM_001012429.1	LOC503505	LOC503505
XR_003306476.1	LOC107964344	LOC107964344
XM_624497.5	LOC552117	LOC552117
XR_409612.3	LOC100576164	LOC100576164
XM_026445921.1	LOC414021	LOC414021
XM_006563243.3	LOC414021	LOC414021
XM_026445912.1	LOC414021	LOC414021
XR_412473.3	LOC102654917	LOC102654917
XM_006563239.3	LOC414021	LOC414021
XM_006563240.3	LOC414021	LOC414021
XM_016913868.2	LOC414021	LOC414021
XM_026445884.1	LOC414021	LOC414021
XM_026445894.1	LOC414021	LOC414021
XM_026445899.1	LOC414021	LOC414021
XM_026445906.1	LOC414021	LOC414021
XM_026445916.1	LOC414021	LOC414021
XM_026445924.1	LOC414021	LOC414021
XM_016913893.2	LOC414021	LOC414021
XM_006563235.3	LOC414022	LOC414022
XM_006563236.3	LOC414022	LOC414022
XM_026439522.1	LOC410070	LOC410070
XM_393558.7	LOC410071	LOC410071
XM_026441166.1	LOC113218825	LOC113218825
XM_026441163.1	LOC113218825	LOC113218825
XM_026441156.1	LOC100577039	LOC100577039
XM_026441158.1	LOC100577039	LOC100577039
XM_026443298.1	LOC412458	LOC412458
XM_001120613.5	LOC724721	LOC724721
XM_006563227.3	LOC412829	LOC412829
XM_396281.7	LOC412829	LOC412829
XM_016913321.2	LOC412829	LOC412829
XM_623093.6	LOC409360	LOC409360
XM_016913299.2	LOC409360	LOC409360
XM_016913285.2	LOC409360	LOC409360
XM_016913284.2	LOC409360	LOC409360
XM_006563225.3	LOC409360	LOC409360
XM_026446266.1	LOC412546	LOC412546
XM_006563220.3	LOC412212	LOC412212
XM_006563215.3	LOC413868	LOC413868
XM_624383.5	LOC552001	LOC552001
XM_006563213.1	LOC413867	LOC413867
XM_624431.5	LOC552052	LOC552052
XM_001122793.5	LOC727079	LOC727079
XM_395937.7	LOC412480	LOC412480
XM_623549.6	LOC551154	LOC551154
XM_026444283.1	LOC724234	LOC724234
XM_001120149.5	LOC724328	LOC724328
XM_026446083.1	LOC100577254	LOC100577254
XM_026446080.1	LOC100577254	LOC100577254
XM_026446081.1	LOC100577254	LOC100577254
XM_026446082.1	LOC100577254	LOC100577254
XM_026446084.1	LOC100577254	LOC100577254
XM_026446085.1	LOC100577254	LOC100577254
XM_026446086.1	LOC100577254	LOC100577254
XM_026446087.1	LOC100577254	LOC100577254
XM_026446088.1	LOC100577254	LOC100577254
XM_026446089.1	LOC100577254	LOC100577254
XM_026446090.1	LOC100577254	LOC100577254
XM_026446091.1	LOC100577254	LOC100577254
XM_026446092.1	LOC100577254	LOC100577254
XM_026446093.1	LOC100577254	LOC100577254
XM_026446094.1	LOC100577254	LOC100577254
XM_026446095.1	LOC100577254	LOC100577254
XM_026446096.1	LOC100577254	LOC100577254
XM_026446098.1	LOC100577254	LOC100577254
XM_026446099.1	LOC100577254	LOC100577254
XM_026446100.1	LOC100577254	LOC100577254
XM_026446097.1	LOC100577254	LOC100577254
XM_026446079.1	LOC100577254	LOC100577254
XM_026446077.1	LOC100577254	LOC100577254
XM_026446078.1	LOC100577254	LOC100577254
XM_016912447.2	LOC100577254	LOC100577254
XM_026446072.1	LOC100577254	LOC100577254
XM_026446073.1	LOC100577254	LOC100577254
XM_026446076.1	LOC100577254	LOC100577254
XM_026446075.1	LOC100577254	LOC100577254
XM_026446074.1	LOC100577254	LOC100577254
XM_006564975.3	LOC100577254	LOC100577254
XR_001705738.2	LOC100577384	LOC100577384
XM_006564988.3	LOC726243	LOC726243
XM_006564986.3	LOC726243	LOC726243
XM_006564987.3	LOC726243	LOC726243
XR_003306160.1	LOC113219271	LOC113219271
XR_001702581.2	LOC107964221	LOC107964221
XR_410105.3	LOC102656636	LOC102656636
XR_003304383.1	LOC102656814	LOC102656814
XR_003304382.1	LOC102656814	LOC102656814
XR_410109.3	LOC102656788	LOC102656788
XR_003304386.1	LOC100578082	LOC100578082
XM_006564995.3	LOC551384	LOC551384
XM_623779.5	LOC551384	LOC551384
XM_397252.7	LOC413813	LOC413813
XM_016917903.2	LOC726412	LOC726412
XM_006565282.3	LOC726412	LOC726412
XM_006565281.3	LOC726412	LOC726412
XM_026446267.1	LOC413056	LOC413056
XM_001122183.4	LOC726451	LOC726451
XM_396506.7	LOC413055	LOC413055
XM_006565296.3	LOC410740	LOC410740
XM_394216.7	LOC410740	LOC410740
XM_006565295.3	LOC410740	LOC410740
NR_039463.1	Mir3769	Mir3769
Mir3769	Mir3769	Mir3769
XM_001122272.5	LOC726545	LOC726545
XM_001122287.5	LOC726560	LOC726560
XM_001122304.5	LOC726578	LOC726578
XM_026446270.1	LOC726590	LOC726590
XM_026440425.1	LOC726646	LOC726646
XM_396869.7	LOC413425	LOC413425
XM_026441958.1	LOC413425	LOC413425
XR_410161.2	LOC102656327	LOC102656327
XR_003305774.1	LOC102656327	LOC102656327
XR_003305775.1	LOC102656453	LOC102656453
XR_001702282.2	LOC102656426	LOC102656426
XM_006565301.3	LOC100577481	LOC100577481
XM_026440364.1	LOC413754	LOC413754
XM_026440381.1	LOC413754	LOC413754
XM_026440390.1	LOC413754	LOC413754
XM_026440374.1	LOC413754	LOC413754
XM_001122450.5	LOC726729	LOC726729
XM_016914689.2	LOC408604	LOC408604
XM_016914695.2	LOC408604	LOC408604
XM_006565319.2	LOC100577003	LOC100577003
XM_003250569.4	LOC100577003	LOC100577003
XM_006565322.3	LOC100577003	LOC100577003
XM_006565320.2	LOC100577003	LOC100577003
XM_006565321.2	LOC100577003	LOC100577003
XM_026446028.1	LOC102653957	LOC102653957
XM_016914732.2	LOC102653957	LOC102653957
XM_006565311.3	LOC100577082	LOC100577082
XM_026446021.1	LOC100577082	LOC100577082
XM_026446019.1	LOC100577082	LOC100577082
XR_003306478.1	LOC113219392	LOC113219392
XM_026444045.1	LOC408602	LOC408602
XM_026444047.1	LOC408602	LOC408602
XM_026444016.1	LOC408602	LOC408602
XM_026444029.1	LOC408602	LOC408602
XM_026444019.1	LOC408602	LOC408602
XM_006567937.3	LOC408602	LOC408602
XM_006567940.3	LOC408602	LOC408602
XM_026444074.1	LOC113219140	LOC113219140
XM_006567938.3	LOC408602	LOC408602
XM_006567939.3	LOC408602	LOC408602
XM_006567941.3	LOC408601	LOC408601
XR_003305621.1	LOC113219089	LOC113219089
XR_003305617.1	LOC102653666	LOC102653666
XR_001704578.2	LOC102653639	LOC102653639
XR_001704573.2	LOC102653841	LOC102653841
XR_003305619.1	LOC102653841	LOC102653841
XM_016917606.2	LOC102656489	LOC102656489
XR_001706312.2	LOC102656489	LOC102656489
XM_026446274.1	LOC107966074	LOC107966074
XM_026443404.1	LOC412410	LOC412410
XM_026443398.1	LOC412410	LOC412410
XM_395867.7	LOC412410	LOC412410
XM_006568140.3	LOC412410	LOC412410
XM_001122973.4	LOC727263	LOC727263
XM_026442927.1	LOC113219001	LOC113219001
XM_623939.6	LOC551546	LOC551546
XM_392639.6	LOC409114	LOC409114
XM_395044.7	LOC411573	LOC411573
XM_006568124.3	LOC411573	LOC411573
XM_006568126.3	LOC411573	LOC411573
XM_006568123.3	LOC409340	LOC409340
XM_623090.6	LOC409340	LOC409340
XM_026441352.1	LOC102654365	LOC102654365
XM_026441345.1	LOC102654365	LOC102654365
XM_026441346.1	LOC102654365	LOC102654365
XM_026441350.1	LOC102654365	LOC102654365
XM_006568119.3	LOC412114	LOC412114
XM_001122237.5	LOC726505	LOC726505
XM_016917743.2	LOC413357	LOC413357
XM_396802.7	LOC413357	LOC413357
XM_016917223.2	LOC107963982	LOC107963982
XM_016917232.2	LOC107963982	LOC107963982
XM_016917234.2	LOC107963982	LOC107963982
XM_016917239.2	LOC107963982	LOC107963982
XM_016917226.2	LOC107963982	LOC107963982
XM_016917228.2	LOC107963982	LOC107963982
XM_016917229.2	LOC107963982	LOC107963982
XM_006568106.3	LOC551728	LOC551728
XM_624116.6	LOC551728	LOC551728
XM_396915.6	LOC413471	LOC413471
XM_396914.7	LOC413470	LOC413470
NR_127340.1	Mir6065	Mir6065
Mir6065	Mir6065	Mir6065
